,Incident.year,Victim.injury,State,Latitude,Longitude,Shark.common.name,Shark.scientific.name,Provoked/unprovoked,Site.category,Incident.month
0,1791,fatal,NSW,-33.86666667,151.2,white shark,Carcharodon carcharias ,unprovoked,coastal,1
1,1803,injured,WA,-25.83333333,113.8833333,tiger shark,Galeocerdo cuvier ,unprovoked,coastal,3
2,1807,injured,NSW,-33.86666667,151.2,bull shark,Carcharhinus leucas,unprovoked,estuary/harbour,1
3,1820,fatal,TAS,-42.8,147.5333333,unknown,unknown,provoked,coastal,1
4,1825,injured,NSW,-33.85,151.2166667,bull shark,Carcharhinus leucas,unprovoked,estuary/harbour,1
5,1830,injured,TAS,-43.28333333,147.3333333,white shark,Carcharodon carcharias ,unprovoked,island open ocean,1
6,1832,injured,NSW,-33.86666667,151.1833333,bull shark,Carcharhinus leucas,provoked,estuary/harbour,1
7,1832,injured,NSW,-33.83333333,151.2666667,white shark,Carcharodon carcharias ,provoked,coastal,6
8,1836,injured,SA,-34.95,138.5,white shark,Carcharodon carcharias ,unprovoked,coastal,1
9,1836,fatal,QLD,-25.48333333,152.9833333,whaler shark,Carcharhinidae,unprovoked,coastal,8
10,1836,fatal,QLD,-25.48333333,152.9833333,whaler shark,Carcharhinidae,unprovoked,coastal,8
11,1837,fatal,NSW,-30.93333333,153.0166667,bull shark,Carcharhinus leucas,unprovoked,river,1
12,1839,fatal,VIC,-38.98333333,146.45,white shark,Carcharodon carcharias ,provoked,coastal,8
13,1840,fatal,NSW,-33.85,151.2166667,bull shark,Carcharhinus leucas,unprovoked,estuary/harbour,12
14,1841,fatal,NSW,-33.83333333,151.1666667,bull shark,Carcharhinus leucas,unprovoked,estuary/harbour,4
15,1847,injured,QLD,-27.25,153.25,bull shark,Carcharhinus leucas,unprovoked,coastal,3
16,1847,injured,QLD,-27.43333333,153.0833333,bull shark,Carcharhinus leucas,unprovoked,river,11
17,1849,fatal,WA,-33.36666667,115.2833333,white shark,Carcharodon carcharias ,provoked,ocean/pelagic,1
18,1849,injured,VIC,-38.33333333,141.6,white shark,Carcharodon carcharias ,unprovoked,coastal,12
19,1849,fatal,NSW,-33.81666667,151.2,bull shark,Carcharhinus leucas,unprovoked,estuary/harbour,12
20,1850,fatal,QLD,-27.28333333,153.2166667,tiger shark,Galeocerdo cuvier ,unprovoked,coastal,1
21,1850,injured,NSW,-29.41666667,153.3333333,whaler shark,Carcharhinidae,unprovoked,coastal,3
22,1853,injured,NSW,-33.85,151.2166667,wobbegong,Orectolobidae,provoked,estuary/harbour,11
23,1855,injured,QLD,-25.5,152.7166667,bull shark,Carcharhinus leucas,unprovoked,river,1
24,1855,uninjured,NSW,-33.85,151.2166667,bull shark,Carcharhinus leucas,unprovoked,estuary/harbour,1
25,1855,fatal,QLD,-10.56666667,142.2,tiger shark,Galeocerdo cuvier ,unprovoked,island open ocean,7
26,1855,fatal,NSW,-33.86666667,151.2,bull shark,Carcharhinus leucas,unprovoked,estuary/harbour,11
27,1856,injured,VIC,-38.13333333,144.4166667,white shark,Carcharodon carcharias ,unprovoked,coastal,2
28,1856,injured,SA,-35.53333333,138.6833333,wobbegong,Orectolobidae,unprovoked,coastal,5
29,1858,fatal,VIC,-37.85,144.9,white shark,Carcharodon carcharias ,unprovoked,coastal,3
30,1860,injured,SA,-35.56666667,138.6,white shark,Carcharodon carcharias ,unprovoked,coastal,1
31,1861,injured,QLD,-27.51666667,153.2666667,wobbegong,Orectolobidae,unprovoked,coastal,1
32,1862,injured,VIC,-37.85,144.9,white shark,Carcharodon carcharias ,unprovoked,coastal,2
33,1862,fatal,QLD,-27.36666667,153.15,bull shark,Carcharhinus leucas,unprovoked,river,12
34,1863,fatal,NSW,-31.88333333,151.4666667,bull shark,Carcharhinus leucas,unprovoked,river,1
35,1863,fatal,QLD,-27.58333333,153.3166667,tiger shark,Galeocerdo cuvier ,provoked,coastal,1
36,1863,injured,VIC,-37.9,144.9833333,white shark,Carcharodon carcharias ,unprovoked,coastal,3
37,1863,fatal,QLD,-26.8,153.1333333,tiger shark,Galeocerdo cuvier ,unprovoked,coastal,4
38,1865,fatal,VIC,-37.86666667,144.8666667,white shark,Carcharodon carcharias ,unprovoked,coastal,11
39,1868,injured,QLD,-23.08333333,150.7333333,tiger shark,Galeocerdo cuvier ,unprovoked,coastal,1
40,1869,injured,QLD,-27.46666667,153,bull shark,Carcharhinus leucas,unprovoked,river,1
41,1869,injured,SA,-34.13333333,137.45,broadnose sevengill shark,Notorynchus cepedianus,provoked,coastal,3
42,1870,injured,QLD,-27.46666667,153.0166667,bull shark,Carcharhinus leucas,unprovoked,river,1
43,1870,injured,QLD,-27.08333333,153.4,whaler shark,Carcharhinidae,provoked,coastal,5
44,1872,injured,QLD,-25.8,153.0166667,unknown,unknown,unprovoked,coastal,1
45,1873,uninjured,SA,-34.83333333,138.4666667,white shark,Carcharodon carcharias ,unprovoked,coastal,2
46,1874,injured,NSW,-33.86666667,151.2,bull shark,Carcharhinus leucas,unprovoked,estuary/harbour,1
47,1874,injured,QLD,-25.5,152.7166667,bull shark,Carcharhinus leucas,unprovoked,river,11
48,1874,injured,NSW,-33,151.7166667,wobbegong,Orectolobidae,provoked,coastal,11
49,1875,injured,NSW,-29.41666667,153.3333333,tiger shark,Galeocerdo cuvier ,unprovoked,river,7
50,1875,fatal,QLD,-10.25,142.1166667,tiger shark,Galeocerdo cuvier ,provoked,estuary/harbour,10
51,1875,injured,NSW,-29.4,153.3333333,white shark,Carcharodon carcharias ,provoked,island open ocean,11
52,1875,injured,NSW,-29.4,153.3333333,bull shark,Carcharhinus leucas,unprovoked,river,12
53,1876,injured,WA,-20.7,117.25,bull shark,Carcharhinus leucas,provoked,river,1
54,1876,injured,VIC,-37.86666667,144.9666667,white shark,Carcharodon carcharias ,unprovoked,coastal,1
55,1876,fatal,QLD,-10.25,142.1166667,tiger shark,Galeocerdo cuvier ,provoked,coastal,2
56,1876,fatal,VIC,-37.85,144.95,white shark,Carcharodon carcharias ,unprovoked,estuary/harbour,2
57,1876,uninjured,NSW,-33.85,151.2,whaler shark,Carcharhinidae,provoked,coastal,7
58,1876,injured,NSW,-32.76666667,151.7,bull shark,Carcharhinus leucas,unprovoked,island open ocean,12
59,1877,fatal,VIC,-37.83333333,144.9333333,white shark,Carcharodon carcharias ,unprovoked,coastal,1
60,1877,injured,VIC,-38.38333333,142.4833333,white shark,Carcharodon carcharias ,unprovoked,coastal,1
61,1877,injured,VIC,-38.1,144.65,white shark,Carcharodon carcharias ,unprovoked,coastal,3
62,1877,injured,NSW,-33.86666667,151.2,bull shark,Carcharhinus leucas,unprovoked,estuary/harbour,12
63,1877,injured,SA,-34.73333333,138.0333333,unknown,unknown,provoked,coastal,12
64,1878,injured,QLD,-9.633333333,142.6833333,tiger shark,Galeocerdo cuvier ,provoked,island open ocean,1
65,1878,injured,VIC,-38.38333333,142.5,whaler shark,Carcharhinidae,unprovoked,river,3
66,1878,injured,QLD,-25.8,153.05,bull shark,Carcharhinus leucas,provoked,coastal,7
67,1878,injured,NSW,-33.85,151.15,wobbegong,Orectolobidae,unprovoked,estuary/harbour,11
68,1879,fatal,NSW,-33.86666667,151.2,bull shark,Carcharhinus leucas,unprovoked,estuary/harbour,6
69,1879,injured,NSW,-29.4,153.3333333,white shark,Carcharodon carcharias ,unprovoked,estuary/harbour,11
70,1880,fatal,QLD,-16.9,145.9833333,tiger shark,Galeocerdo cuvier ,unprovoked,island open ocean,1
71,1880,injured,NSW,-33.08333333,151.5,bull shark,Carcharhinus leucas,unprovoked,estuary/harbour,1
72,1880,injured,QLD,-27.51666667,152.9,bull shark,Carcharhinus leucas,unprovoked,river,1
73,1880,fatal,QLD,-27.46666667,153.0333333,bull shark,Carcharhinus leucas,unprovoked,river,11
74,1881,uninjured,NSW,-31.06666667,152.6333333,bull shark,Carcharhinus leucas,unprovoked,estuary/harbour,1
75,1881,injured,QLD,-25.25,152.85,tiger shark,Galeocerdo cuvier ,unprovoked,coastal,1
76,1881,injured,QLD,-20,148.8,tiger shark,Galeocerdo cuvier ,provoked,ocean/pelagic,8
77,1881,fatal,NSW,-33.86666667,151.2333333,bull shark,Carcharhinus leucas,unprovoked,estuary/harbour,11
78,1881,injured,QLD,-24.83333333,152.1166667,bull shark,Carcharhinus leucas,unprovoked,river,12
79,1882,injured,WA,-17.98333333,122.2333333,tiger shark,Galeocerdo cuvier ,provoked,coastal,1
80,1882,fatal,NSW,-33.08333333,151.65,white shark,Carcharodon carcharias ,unprovoked,estuary/harbour,4
81,1882,injured,NSW,-33.85,151.2,wobbegong,Orectolobidae,unprovoked,coastal,5
82,1882,fatal,WA,-15.88333333,122,tiger shark,Galeocerdo cuvier ,provoked,coastal,5
83,1882,fatal,WA,-17.98333333,122.2333333,tiger shark,Galeocerdo cuvier ,provoked,coastal,12
84,1883,fatal,NSW,-33.85,151.15,bull shark,Carcharhinus leucas,unprovoked,estuary/harbour,1
85,1883,fatal,NSW,-33.86666667,151.2,bull shark,Carcharhinus leucas,unprovoked,estuary/harbour,12
86,1883,uninjured,NSW,-33.8,151.2833333,bull shark,Carcharhinus leucas,provoked,estuary/harbour,12
87,1884,fatal,SA,-33.18333333,137.9833333,white shark,Carcharodon carcharias ,unprovoked,coastal,1
88,1885,uninjured,NSW,-33.81666667,151.05,bull shark,Carcharhinus leucas,unprovoked,river,10
89,1885,injured,WA,-33.31666667,115.6333333,white shark,Carcharodon carcharias ,unprovoked,coastal,11
90,1886,uninjured,QLD,-25.53333333,152.7,bull shark,Carcharhinus leucas,unprovoked,estuary/harbour,1
91,1886,injured,QLD,-23.38333333,150.6333333,bull shark,Carcharhinus leucas,unprovoked,river,4
92,1887,uninjured,NSW,-33.8,151.2833333,whaler shark,Carcharhinidae,unprovoked,estuary/harbour,2
93,1887,fatal,NSW,-33.81666667,151.0833333,bull shark,Carcharhinus leucas,unprovoked,river,12
94,1888,injured,QLD,-19.85,145.4,tiger shark,Galeocerdo cuvier ,provoked,island open ocean,9
95,1888,fatal,NSW,-33.85,151.15,bull shark,Carcharhinus leucas,unprovoked,estuary/harbour,12
96,1889,fatal,VIC,-38.33333333,144.6166667,white shark,Carcharodon carcharias ,unprovoked,ocean/pelagic,7
97,1890,injured,TAS,-42.73333333,147.2333333,broadnose sevengill shark,Notorynchus cepedianus,unprovoked,river,1
98,1891,uninjured,NSW,-36.71666667,149.9833333,wobbegong,Orectolobidae,provoked,coastal,4
99,1891,injured,VIC,-38.33333333,144.3166667,wobbegong,Orectolobidae,provoked,coastal,6
100,1892,fatal,QLD,-10.11666667,142.1333333,tiger shark,Galeocerdo cuvier ,provoked,river,1
101,1892,injured,QLD,-23.36666667,150.5,bull shark,Carcharhinus leucas,unprovoked,river,3
102,1892,injured,QLD,-27.45,153.2166667,whaler shark,Carcharhinidae,unprovoked,coastal,11
103,1892,injured,QLD,-27.43333333,153.0833333,bull shark,Carcharhinus leucas,unprovoked,island open ocean,12
104,1893,uninjured,WA,-28.76666667,114.6,wobbegong,Orectolobidae,provoked,coastal,1
105,1893,fatal,QLD,-13.93333333,143.7333333,tiger shark,Galeocerdo cuvier ,unprovoked,ocean/pelagic,1
106,1893,injured,QLD,-9.816666667,142.7,tiger shark,Galeocerdo cuvier ,unprovoked,island open ocean,4
107,1894,injured,NSW,-32.91666667,151.7833333,white shark,Carcharodon carcharias ,unprovoked,coastal,11
108,1895,uninjured,QLD,-27.46666667,153,bull shark,Carcharhinus leucas,unprovoked,river,1
109,1895,fatal,NSW,-33.93333333,151.25,bull shark,Carcharhinus leucas,unprovoked,estuary/harbour,2
110,1895,injured,QLD,-24.9,152.2333333,bull shark,Carcharhinus leucas,unprovoked,estuary/harbour,3
111,1895,fatal,WA,-20.78333333,115.5333333,tiger shark,Galeocerdo cuvier ,provoked,island open ocean,6
112,1895,fatal,NSW,-35.13333333,150.75,whaler shark,Carcharhinidae,provoked,coastal,11
113,1895,uninjured,QLD,-10.56666667,142.2166667,tiger shark,Galeocerdo cuvier ,provoked,island open ocean,12
114,1895,fatal,NSW,-33.85,151.15,bull shark,Carcharhinus leucas,unprovoked,estuary/harbour,12
115,1896,fatal,NSW,-33.86666667,151.1833333,bull shark,Carcharhinus leucas,unprovoked,estuary/harbour,1
116,1896,fatal,WA,-33.85,121.8833333,white shark,Carcharodon carcharias ,unprovoked,coastal,11
117,1897,injured,NSW,-31.06666667,152.8333333,bull shark,Carcharhinus leucas,unprovoked,river,1
118,1897,injured,QLD,-9.95,142.1833333,tiger shark,Galeocerdo cuvier ,unprovoked,island open ocean,12
119,1898,injured,NSW,-32.71666667,152.1166667,bull shark,Carcharhinus leucas,provoked,estuary/harbour,9
120,1898,injured,QLD,-27.46666667,153.2166667,whaler shark,Carcharhinidae,provoked,coastal,12
121,1899,injured,NSW,-33.78333333,151.2166667,bull shark,Carcharhinus leucas,unprovoked,estuary/harbour,2
122,1899,injured,QLD,-27.55,153.1833333,bull shark,Carcharhinus leucas,unprovoked,estuary/harbour,12
123,1900,injured,NSW,-33.85,151.15,bull shark,Carcharhinus leucas,unprovoked,estuary/harbour,1
124,1900,injured,NT,-11.6,130.95,tiger shark,Galeocerdo cuvier ,unprovoked,coastal,1
125,1900,injured,QLD,-19.25,146.8166667,tiger shark,Galeocerdo cuvier ,unprovoked,estuary/harbour,9
126,1900,fatal,QLD,-10.55,142.3833333,unknown,unknown,provoked,island open ocean,11
127,1900,fatal,NSW,-33.78333333,151.2333333,bull shark,Carcharhinus leucas,unprovoked,estuary/harbour,12
128,1901,injured,NT,-11.6,130.95,tiger shark,Galeocerdo cuvier ,unprovoked,coastal,1
129,1901,fatal,QLD,-27.46666667,153,bull shark,Carcharhinus leucas,unprovoked,river,1
130,1901,injured,QLD,-16.85,145.75,wobbegong,Orectolobidae,provoked,river,2
131,1901,injured,QLD,-10.56666667,142.2166667,tiger shark,Galeocerdo cuvier ,provoked,island open ocean,4
132,1901,injured,QLD,-10.56666667,142.2166667,tiger shark,Galeocerdo cuvier ,provoked,island open ocean,4
133,1901,injured,QLD,-27.46666667,153,bull shark,Carcharhinus leucas,unprovoked,estuary/harbour,12
134,1902,injured,QLD,-27.48333333,153,bull shark,Carcharhinus leucas,unprovoked,river,1
135,1902,injured,QLD,-27.43333333,153.1666667,whaler shark,Carcharhinidae,provoked,coastal,1
136,1903,fatal,NSW,-33.81666667,151.15,bull shark,Carcharhinus leucas,unprovoked,river,1
137,1903,uninjured,NSW,-36.63333333,150,bull shark,Carcharhinus leucas,provoked,estuary/harbour,2
138,1903,fatal,QLD,-27.7,153.2833333,bull shark,Carcharhinus leucas,unprovoked,river,3
139,1903,uninjured,NSW,-34.66666667,150.85,whaler shark,Carcharhinidae,provoked,coastal,5
140,1904,injured,QLD,-27.41666667,153.1166667,bull shark,Carcharhinus leucas,unprovoked,river,3
141,1905,injured,NSW,-28.8,153.2666667,bull shark,Carcharhinus leucas,unprovoked,river,3
142,1905,fatal,QLD,-10.2,142.15,tiger shark,Galeocerdo cuvier ,provoked,island open ocean,12
143,1906,fatal,NSW,-33.98333333,151.0666667,bull shark,Carcharhinus leucas,unprovoked,river,1
144,1906,fatal,QLD,-14.66666667,145.45,tiger shark,Galeocerdo cuvier ,unprovoked,island open ocean,4
145,1906,fatal,QLD,-9.95,142.1666667,tiger shark,Galeocerdo cuvier ,provoked,island open ocean,8
146,1906,uninjured,NSW,-35.7,150.1833333,wobbegong,Orectolobidae,unprovoked,coastal,12
147,1907,fatal,QLD,-19.25,146.8166667,bull shark,Carcharhinus leucas,unprovoked,estuary/harbour,2
148,1907,injured,WA,-28.85,113.9,tiger shark,Galeocerdo cuvier ,provoked,island open ocean,8
149,1907,injured,NSW,-32.93333333,151.75,white shark,Carcharodon carcharias ,unprovoked,coastal,10
150,1907,fatal,NSW,-33.78333333,151.2333333,bull shark,Carcharhinus leucas,unprovoked,estuary/harbour,12
151,1909,injured,NSW,-33.48333333,151.3,bull shark,Carcharhinus leucas,unprovoked,estuary/harbour,1
152,1910,fatal,NSW,-32.9,151.7666667,bull shark,Carcharhinus leucas,unprovoked,estuary/harbour,1
153,1910,injured,WA,-33.31666667,115.6166667,white shark,Carcharodon carcharias ,unprovoked,coastal,2
154,1910,uninjured,WA,-34.36666667,115.1166667,unknown,unknown,unprovoked,coastal,3
155,1910,injured,QLD,-21.16666667,149.2333333,unknown,unknown,unprovoked,island open ocean,11
156,1911,uninjured,WA,-20.38333333,116.8666667,tiger shark,Galeocerdo cuvier ,unprovoked,coastal,2
157,1911,fatal,QLD,-10.56666667,142.2166667,tiger shark,Galeocerdo cuvier ,unprovoked,island open ocean,3
158,1911,injured,QLD,-15.48333333,145.4,tiger shark,Galeocerdo cuvier ,provoked,island open ocean,10
159,1912,injured,NSW,-33.83333333,151.1666667,dusky shark,Carcharhinus obscurus,unprovoked,coastal,1
160,1912,fatal,NSW,-33.81666667,151.15,bull shark,Carcharhinus leucas,unprovoked,river,1
161,1912,fatal,QLD,-19.45,146.6,bull shark,Carcharhinus leucas,unprovoked,estuary/harbour,1
162,1912,uninjured,WA,-33.31666667,115.6333333,wobbegong,Orectolobidae,provoked,coastal,2
163,1912,injured,SA,-37.58333333,140.3333333,white shark,Carcharodon carcharias ,provoked,coastal,2
164,1912,injured,NSW,-33.91666667,151.25,white shark,Carcharodon carcharias ,unprovoked,coastal,2
165,1912,injured,QLD,-27.31666667,153.05,tiger shark,Galeocerdo cuvier ,unprovoked,coastal,11
166,1913,injured,QLD,-10.56666667,142.2166667,tiger shark,Galeocerdo cuvier ,provoked,island open ocean,3
167,1913,injured,NSW,-29.4,153.3333333,bull shark,Carcharhinus leucas,provoked,river,5
168,1913,injured,QLD,-10.2,142.15,unknown,unknown,provoked,island open ocean,6
169,1913,injured,QLD,-27.31666667,153.05,tiger shark,Galeocerdo cuvier ,unprovoked,coastal,11
170,1913,injured,SA,-35.05,138.45,white shark,Carcharodon carcharias ,unprovoked,coastal,12
171,1914,uninjured,NSW,-33.85,151.15,bull shark,Carcharhinus leucas,unprovoked,estuary/harbour,1
172,1914,injured,QLD,-27.31666667,153.05,wobbegong,Orectolobidae,unprovoked,coastal,1
173,1914,injured,NSW,-33.83333333,151.0666667,bull shark,Carcharhinus leucas,unprovoked,river,2
174,1914,injured,SA,-35.23333333,136.9666667,wobbegong,Orectolobidae,provoked,coastal,2
175,1914,injured,NSW,-29.43333333,153.1833333,bull shark,Carcharhinus leucas,provoked,river,4
